timestamp_est,anonymous_id,question
2020-03-18T17:57:10.427Z,7302144e-abbe-4fa4-aaf1-cf5eb674a862,What is Dialogue's position on sick notes?
2020-03-19T11:16:11.354Z,5a65a4bd-05aa-4ca8-b6da-5f807bde3294,What are Dialogue services?
2020-03-19T14:17:16.246Z,6d60c897-dd96-483d-b528-b65fcae4c1b0,Should I practice social distancing? 
2020-03-19T14:00:19.88Z,71a29314-2b32-43d5-b09a-1795a5380e60,LP TEST question
2020-03-19T14:16:05.351Z,f264fd4b-de03-4dc0-8531-fa9d0a1b0633,I'd love to know how long I can be contagious?
2020-03-19T14:05:22.01Z,b09dc15d-a003-475a-8a88-9e6a039accb6,Can I travel?
2020-03-19T13:47:48.848Z,0b0df84f-dcc5-42c0-980e-bafacd3bbdbe,"Je fais une sarcoidose pulmonaire, je suis tu plus a risque si jamais j attrape le covid 19"
2020-03-19T13:40:44.882Z,f75ca552-9cf8-4f52-8151-25c0cea0a8b0,Get I get infected from a dog?
2020-03-19T23:02:18.034Z,58cd9504-720d-44cd-89a2-4cc83cde7b90,Someone from quarantaine came to my office and stayed 20min. Is it a risk
2020-03-19T14:20:00.831Z,8939cba6-f923-44fe-9cf4-8a56e198778b,"What is the difference between a pandemic & epidemic? Why did WHO declare this a pandemic? What is the difference between social distancing, self-isolating and quarantine? To what extent is social distancing helpful? Why should I do this? When should you self-isolate? Will the virus be less effective when we get warmer weather?  When should I go to the hospital? Should I get tested if I was in contact with someone who has or is suspected of having covid19 (but do not have any symptoms)? Should I stop taking medications that suppress my immune system?  When someone in the household is coming and going (for work), how can we keep the home a safe place? Can the virus be transmitted through Air Conditioning? (from outside or from within the home) How long does the virus last on inanimate objects (plastic, glass, cardboard, metal)? What have we learned from countries like China, South Korea and Singapore that have been dealing with this for a longer period of time and have slowed the spread?"
2020-03-19T14:10:37.901Z,cb2c4687-5420-4370-a4fe-776ee5d10fc4,can I go outside
2020-03-19T15:39:52.508Z,b3cd859f-a9f3-4985-a884-0a8387a9daa4,Est ce que la toux est sèche ou grasse?
2020-03-19T14:16:03.429Z,34327a70-7e54-4f53-bdf6-6809c83a8d5e,Je ne me sens pas bien 
2020-03-19T14:08:51.894Z,04fd4b84-3015-492f-aa37-eacf6e432a70,If you start showing flu symptoms should you consult a doctor or stay home?
2020-03-19T12:27:51.796Z,80717fa4-5254-4605-a17f-4288aad9a618,Are we all going to die?
2020-03-19T14:40:42.773Z,4c2c5c1b-2327-45d5-8c63-901cac28ea30,Can I go for a run? Does running/exercise compromise my immune system? 
2020-03-19T14:17:16.25Z,6d60c897-dd96-483d-b528-b65fcae4c1b0,If I think I have symptoms of COVID19 should I go to the emergency room? 
2020-03-19T13:55:41.747Z,59eafb5a-76c4-4e07-891d-6e79276fa82d,"Bonjour,"
2020-03-19T14:06:17.831Z,f75ca552-9cf8-4f52-8151-25c0cea0a8b0,"I had an asthma attack when I was young, but didn't have an episode for over 15 years. Am I still at risk?"
2020-03-19T17:59:25.201Z,ce80a1dc-7cbd-4922-8b00-b491a17da62e,mental health
2020-03-19T18:59:07.385Z,9d2640e3-f634-4b95-85a0-4c6060c3ebaf,Est-ce que je devrais travailler de la maison?
2020-03-19T18:08:56.871Z,d4b6deb3-886d-4746-81bf-3a1f6892b085,"Si j'ai des symptômes faible (toux seulement) et que je suis en isolement à la maison. Je ne suis pas sortis du pays, je n'ai pas cotoyés de gens qui reviennent de l'extérieur et je n'ai pas utilisé de transport en commun. Est-ce que je peut quand même sortir dehors en évitant de passer à moins de 2m d'une autre personne ?"
2020-03-19T19:40:32.987Z,328ca7d6-c2c6-4977-897d-88e8066163e7,J’ai une fièvre est ce que je dois rester chez moi ou aller au travail sans aucun souci? 
2020-03-20T10:58:39.806Z,6a7eff0e-2446-4545-b16d-9b642051e9bf,que dois-je faire si je travail et je suis malade
2020-03-20T11:08:16.057Z,2cf1d255-62d3-4f65-869e-d08648c25dbe,"Je suis pharmacienne communautaire et je prends des immunosupresseurs tel que le plaquenil, le mtx ainsi que humira. Je me demande s'il se"
2020-03-20T11:14:07.001Z,10f6c51e-8097-469e-9f77-ed67e039c9b5,Info santé 811 nous a dit qu'il nous appelerais pour un rendez-vous mais ils n ont pas encore que faut il faire pour avoir un rendez vous de dépistage 
2020-03-20T10:32:08.412Z,f02c477f-ca49-43d3-a93b-cfed6cffa34c,"je vous contacte pour mon conjoint qui n’a pas accès à internet, ni téléphone. Il travail dans une centrale nuclélsire dans la grande région de Toronto. Il est très exposé aux risques d’attraper le virus. Il y a environ 3000 travailleurs à chaque jour qui passent au meme endroits. Il est contracteur, et la Centrale a décider de renvoyer les contracteur chez eux par mesure préventive, car il y aurait eu des travailleurs avec des symptomes qui sont repartis à la maison cette semaine. Mon chum a un système immunitaire assez bas, il a même une crise de Zona en ce moment. Il aimerait se faire tester pour la Covid 19 AVANT de revenir à la maison, pour éviter de contaminer notre petite famille. "
2020-03-20T10:45:23.373Z,0e7ed3f5-c36e-4d36-a831-23abbb3f10f9,What are the symptoms? Is vomiting one of them ?
2020-03-20T10:06:50.556Z,267d9215-d7a2-49c7-b778-f9a0a0cbbdb2,"if i think i have it, should i got get tested"
2020-03-20T11:13:42.652Z,fcf2a352-45da-40b5-9fb3-9684ab71b49c,J aimerai savoir mes fille 3 ans et 4 ans son asmatique et ma plus a un problème de systeme immunitaire et je fais une bronchite mon travail demande que je rentre quand meme malgre la situation quels sont mes recours je mets ma famille en danger et moi meme 
2020-03-20T11:08:16.062Z,2cf1d255-62d3-4f65-869e-d08648c25dbe,Je me demande s'il serait mieux de cesser le travail pour l'isolement à la maison?
2020-03-20T17:02:53.112Z,a061e1ea-7076-45c7-b063-fe37c9207e8f,is covid-19 dangerous
2020-03-20T17:03:45.262Z,71a29314-2b32-43d5-b09a-1795a5380e60,LP test question
2020-03-20T16:29:58.774Z,4a67e634-6653-4a89-9b7c-ff3fcb6153ec,Désolé e. C'est fini! Merci
2020-03-20T12:41:18.285Z,afaf41f0-251f-4351-916b-c4090e06f920,L’écoulement nasal est-il un symptôme ?
2020-03-20T15:24:19.841Z,aa2931e9-bac7-4345-9850-c975e8f3b69c,something something this is jared testing
2020-03-20T16:31:18.978Z,dc065361-3739-4ccb-b0ad-0bf81ee0da6a,What range is the fever at normally if COVID-19 suspected?
2020-03-20T12:41:18.293Z,afaf41f0-251f-4351-916b-c4090e06f920,Pouvez vous me décrire la différence entre toux sèche et toux grasse
2020-03-20T15:43:51.453Z,0f708053-4c32-4972-b280-1406d65be370,"Mon copain travail dans le même garage qu'un autre dont les beaux-parents sont en attentes de résultats e dépistage, s'ils ne travaillent pas côte a côte, est-ce que ça me met a risque de voir mon copain?"
2020-03-20T18:10:01.5Z,92f6836c-4340-4186-b017-9e3156b4635c,"Si on fait du diabète de type 2 et qu'on est traité pour de l'hypertension, on devient combien plus vulnérable qu'un individu sans problème de cette nature?"
2020-03-20T19:53:30.054Z,b80bb5e0-f0ba-42a5-b906-3d897a4d3ad5,Puis-je sortir prendre une marche si je fais de la fièvre?
2020-03-20T20:18:35.88Z,7bf79286-b8fe-4aa0-a9f0-cb53d3e77ddd,pourquoi dois-je être en confinement
2020-03-20T22:04:28.575Z,21839e4b-e5cd-4a69-ae87-58cb47db97eb,I got the flu two weeks ago and are getting symptoms again
2020-03-21T11:52:34.441Z,02c8b1be-a9a9-4d20-a818-0fb273124620,"Je suis revenue de voyage (en provenance de la France) le 6 mars dernier et j'ai une sensation de brulure dans les bronches depuis quelques jours, dois-je prendre rendez-vous pour me faire tester? Ou simplement rester chez moi et attendre."
2020-03-21T11:25:45.462Z,243ce221-7ad9-4421-9c34-f078bb5f4461,Peut-on avoir la COVID-19 2 fois? 
2020-03-21T11:32:09.913Z,470bcaef-ae5a-45ad-a380-b79ad65d42b8,Is it safe to go outside for a walk (social distancing from others)?
2020-03-21T11:40:04.219Z,863d125e-dfb0-4638-aaba-d191ac9bb9e9,"Est ce que la question: arrivez vous de voyage, est "
2020-03-21T09:30:09.313Z,49614d98-6864-472f-9cce-e748b0dbfb90,Avons-nous une idée dans combien de temps les lieux publics/privés (ex: gyms de CrossFit
2020-03-21T10:59:53.419Z,aaa45fa5-962e-4ee1-bcef-cceb93070aa0,comment obtenir un rdv
2020-03-21T11:25:45.451Z,243ce221-7ad9-4421-9c34-f078bb5f4461,Quels sont les premiers symptômes à apparaître? 
2020-03-21T11:05:05.967Z,3e49cb8e-c3da-4192-ac69-85ac0b50cfe0,Dois-je entrer travailler si je suis immunosuprimé
2020-03-21T11:41:51.954Z,abaf5c73-4246-463f-acdb-8acc5b349dee,Should I stay home ?
2020-03-21T12:53:58.443Z,66c7bd79-e62c-428a-adac-f69fb087691c,is migraines a symptom?
2020-03-21T12:45:44.062Z,9de3aa0d-6b7c-45b9-bf20-9ff9fe36a6a6,Y a t’il une orientation pour le personnel travaillant en aire ouverte 
2020-03-21T10:23:56.851Z,9e7442fc-dbbd-4e6b-ac35-f0cc7df8c6b4,Quels sont les symptômes du covid-19?
2020-03-21T08:53:40.791Z,54d87c36-4a7d-4b0b-9463-cab2e01db270,mes oiseaux risquent ils d'attrapper le covid-19
2020-03-21T10:59:53.353Z,aaa45fa5-962e-4ee1-bcef-cceb93070aa0,"l'allocation familiale annoncée, elle sera versée quand"
2020-03-21T11:07:18.655Z,a4e453be-2364-41a1-a9f5-b207aa6c9d26,À quel moment devrions nous nous inquiéter? 
2020-03-21T10:23:56.908Z,9e7442fc-dbbd-4e6b-ac35-f0cc7df8c6b4,Y-a-t-il un remède de disponible? 
2020-03-21T10:59:53.366Z,aaa45fa5-962e-4ee1-bcef-cceb93070aa0,c'est quoi le covid
2020-03-21T10:36:23.684Z,f689b98c-29f7-4a44-8b62-3b69231c8ca5,Si je N'ai pas de fièvre et que je n'ai pas voyagé
2020-03-21T09:58:36.656Z,cd7d48a5-e664-4b53-bfc4-0135570a8865,how can I prevent myself from getting sick?
2020-03-21T10:09:59.19Z,cd91130c-6c89-4886-adb2-9185d7c74611,Est ce que la diarrhée est réellement un signe avant coureur de la covid?
2020-03-21T09:32:33.317Z,26ec6fa2-378f-4485-908b-10617541e58b,Combien de jours le virus peut-il vivre sur des surfaces?
2020-03-21T09:58:36.672Z,cd7d48a5-e664-4b53-bfc4-0135570a8865,Can I visit my parents?
2020-03-21T11:32:09.906Z,470bcaef-ae5a-45ad-a380-b79ad65d42b8,How often should i take my temperature?
2020-03-21T12:16:29.001Z,cba04012-0cfb-430c-b660-4abeeeb1aa70,I have a headache and an itchy throat. Am I at risk? 
2020-03-21T10:59:53.427Z,aaa45fa5-962e-4ee1-bcef-cceb93070aa0,comment avoir un rendez vous
2020-03-21T11:50:01.632Z,87588af0-5b62-46e0-8990-869114b8312e,Un étudiant comme moi peut il être payer à rendre visite aux personnes âgées et être payer ?  
2020-03-21T11:47:20.314Z,839f9516-082a-463d-bdee-595d5d59b1ea,Dois-je aller à l'hôpital si j'ai de la température ?
2020-03-21T11:38:28.706Z,4928dcc7-affb-4651-8082-051e4f9fe269,"Est ce que le covid 19, qui semble etre comparer a une pneumonie, être traité par antibiotique?"
2020-03-21T11:51:21.207Z,5b925b2f-4861-464c-837c-d8656bedfdcc,How long does it last? 
2020-03-21T10:21:07.55Z,6c5954db-597c-4703-b6e9-4bac39f0cd30,Est-ce que le mal de gorge est un symptôme de la covid? 
2020-03-21T10:59:53.377Z,aaa45fa5-962e-4ee1-bcef-cceb93070aa0,combien de temps va durer la pandémie
2020-03-21T11:42:59.473Z,5fb9b2b2-2fd7-4f6a-811f-b96aaf99b279,Is it safe to order food during the COVID-19 pandemic?
2020-03-21T10:59:53.454Z,aaa45fa5-962e-4ee1-bcef-cceb93070aa0,"j'ai une gastro si je vais en clinique, j'ai peur d'attraper le virus"
2020-03-21T10:59:53.402Z,aaa45fa5-962e-4ee1-bcef-cceb93070aa0,suis-je a risque 
2020-03-21T11:40:04.241Z,863d125e-dfb0-4638-aaba-d191ac9bb9e9,"Est ce que la question, arrivez vous de voyage est encore d'actualite?  Messeble que la propagation est au dela de ca? "
2020-03-21T11:25:45.442Z,243ce221-7ad9-4421-9c34-f078bb5f4461,À combien de cas sommes-nous? 
2020-03-21T10:21:07.594Z,6c5954db-597c-4703-b6e9-4bac39f0cd30,Que faire si jai une toux et que je fais de la fièvre?
2020-03-21T10:59:53.466Z,aaa45fa5-962e-4ee1-bcef-cceb93070aa0,"je suis malade, j'ai peur d'aller voir le medecin et attraper le virus"
2020-03-21T10:21:07.528Z,6c5954db-597c-4703-b6e9-4bac39f0cd30,Est-ce qu'il y aura assez de chômage pour tout le monde qui en a besoin?
2020-03-21T11:48:53.564Z,87588af0-5b62-46e0-8990-869114b8312e,Puis-je m’isoler volontairement et être payer ?
2020-03-21T11:07:18.65Z,a4e453be-2364-41a1-a9f5-b207aa6c9d26,Quels sont les symptômes du Covid-19 qui ne s’apparente pas à une grippe? 
2020-03-21T12:34:36.62Z,57443797-c060-462d-9b47-35a3fbfbcbd7,Doit on être confiné ?
2020-03-21T09:45:35.457Z,fdb9ea21-a2c4-4562-b182-b28ff01f256b,How do I know if I have the corona virus
2020-03-21T11:06:23.73Z,92b082a8-7e8c-4f2e-81e1-ba052f1aaa86,I  take daily walks but keep a 6 ft distance when I talk to someone. Is that OK?
2020-03-21T09:23:35.694Z,dfe10a97-9bf9-422f-8251-9e5149904d94,If I have diabetes am I at a higher risk? 
2020-03-21T10:59:53.394Z,aaa45fa5-962e-4ee1-bcef-cceb93070aa0,quela sont les symptomes
2020-03-21T10:58:17.077Z,373f5a80-0bf4-4b59-b3c1-8d98b37d9888,Avec quoi peut-on désinfecter les surfaces?
2020-03-21T09:45:35.493Z,fdb9ea21-a2c4-4562-b182-b28ff01f256b,How can I get tested if I'm asymptomatic?
2020-03-21T02:07:43.764Z,db5a20f9-6ce4-4c89-9833-f4fa5bb70b98,Does eating Oranges daily help to fight this virus
2020-03-21T11:41:51.96Z,abaf5c73-4246-463f-acdb-8acc5b349dee,Where should I be tested ?
2020-03-21T08:56:32.475Z,fb39a023-b0bc-4271-994a-5b6c60a6daa8,Est t il safe de prendre des médicaments t elle que mezavant ou salofak
2020-03-21T09:10:27.241Z,7b743f72-9dea-4951-908a-24e873d76a34,What are the symptoms of COVID-19?
2020-03-21T11:51:21.22Z,5b925b2f-4861-464c-837c-d8656bedfdcc,How long before we are healed 
2020-03-21T10:59:53.437Z,aaa45fa5-962e-4ee1-bcef-cceb93070aa0,"j'ai un rhume, j'ai peur de me présenter dans une clinqiue"
